#{"t_start": 1732098831.5806217, "env_id": "None"}
r,l,t
249.0,5,73.162739
259.0,5,73.214727
272.0,5,73.290727
269.0,5,73.356729
276.0,5,73.434726
259.0,5,73.505729
251.0,5,73.584728
256.0,5,73.653729
244.0,5,73.76673
283.0,5,73.839727
288.0,5,73.894729
265.0,5,73.952729
263.0,5,74.007731
282.0,5,74.060733
284.0,5,74.116744
280.0,5,74.170732
262.0,5,74.225729
279.0,5,74.278732
235.0,5,74.329732
260.0,5,74.37973
270.0,5,74.429731
293.0,5,74.47973
260.0,5,74.525732
263.0,5,74.572731
282.0,5,74.620732
292.0,5,74.664732
247.0,5,74.705733
271.0,5,74.752733
265.0,5,74.797732
250.0,5,74.840731
232.0,5,74.886748
272.0,5,74.928733
267.0,5,74.969737
266.0,5,75.012731
293.0,5,75.054733
244.0,5,75.101732
300.0,5,75.148735
231.0,5,75.191732
265.0,5,75.236734
247.0,5,75.277736
213.0,5,75.318733
267.0,5,75.368734
250.0,5,75.418735
283.0,5,75.459736
275.0,5,75.501739
267.0,5,75.548733
278.0,5,75.595735
268.0,5,75.644738
302.0,5,75.695733
249.0,5,75.744738
261.0,5,75.794735
294.0,5,75.847735
288.0,5,75.900735
267.0,5,75.951735
212.0,5,76.002735
259.0,5,76.052738
269.0,5,76.109736
238.0,5,76.162735
265.0,5,76.214741
218.0,5,76.258737
285.0,5,76.304735
253.0,5,76.345736
227.0,5,76.387737
273.0,5,76.43576
259.0,5,76.498739
255.0,5,76.554737
262.0,5,76.603737
257.0,5,76.655738
288.0,5,76.715737
271.0,5,76.76974
258.0,5,76.826747
272.0,5,76.88174
257.0,5,76.959741
270.0,5,77.031744
258.0,5,77.11574
299.0,5,77.184738
244.0,5,77.241753
219.0,5,77.29374
256.0,5,77.355739
223.0,5,77.41174
267.0,5,77.47774
293.0,5,77.550746
299.0,5,77.64274
213.0,5,77.717741
262.0,5,77.793743
256.0,5,77.911751
254.0,5,77.993744
275.0,5,78.080744
297.0,5,78.192743
230.0,5,78.285744
264.0,5,78.365747
293.0,5,78.434745
291.0,5,78.504746
274.0,5,78.600745
246.0,5,78.680749
285.0,5,78.748744
285.0,5,78.81375
271.0,5,78.888745
269.0,5,78.950745
287.0,5,79.031746
273.0,5,79.16575
273.0,5,79.258747
231.0,5,79.373766
254.0,5,79.468749
270.0,5,79.547746
254.0,5,79.63275
257.0,5,79.73775
260.0,5,79.863749
279.0,5,79.946761
292.0,5,80.025748
280.0,5,80.113751
260.0,5,80.179749
252.0,5,80.240749
267.0,5,80.293749
286.0,5,80.346749
249.0,5,80.397751
276.0,5,80.452749
300.0,5,80.50675
272.0,5,80.564751
269.0,5,80.623752
274.0,5,80.687752
271.0,5,80.767754
297.0,5,80.921751
245.0,5,81.044755
266.0,5,81.155753
251.0,5,81.226753
273.0,5,81.283754
237.0,5,81.345754
267.0,5,81.406752
270.0,5,81.466752
268.0,5,81.513752
258.0,5,81.566755
262.0,5,81.613762
245.0,5,81.662753
277.0,5,81.710754
226.0,5,81.761756
275.0,5,81.807755
245.0,5,81.850753
261.0,5,81.901757
286.0,5,81.941756
242.0,5,81.986754
203.0,5,82.030756
244.0,5,82.076769
277.0,5,82.117757
273.0,5,82.159755
227.0,5,82.206756
249.0,5,82.250755
265.0,5,82.299755
289.0,5,82.339756
282.0,5,82.377759
242.0,5,82.425756
295.0,5,82.473754
285.0,5,82.515755
272.0,5,82.558756
250.0,5,82.598756
281.0,5,82.637758
246.0,5,82.67676
287.0,5,82.723757
295.0,5,82.770756
275.0,5,82.815758
228.0,5,82.863758
278.0,5,82.911757
252.0,5,82.958771
291.0,5,83.000757
262.0,5,83.045759
268.0,5,83.092758
274.0,5,83.143758
237.0,5,83.20076
268.0,5,83.254759
219.0,5,83.315759
294.0,5,83.368759
270.0,5,83.428759
279.0,5,83.483758
274.0,5,83.53876
255.0,5,83.598761
284.0,5,83.659766
195.0,5,83.71676
217.0,5,83.76876
253.0,5,83.811763
268.0,5,83.86576
241.0,5,83.915764
240.0,5,83.964761
245.0,5,84.011761
230.0,5,84.056761
284.0,5,84.100764
298.0,5,84.14376
267.0,5,84.183781
268.0,5,84.222783
265.0,5,84.266764
234.0,5,84.311762
256.0,5,84.356764
237.0,5,84.410763
253.0,5,84.468766
266.0,5,84.525762
242.0,5,84.572762
290.0,5,84.623763
274.0,5,84.665765
267.0,5,84.712765
299.0,5,84.763764
235.0,5,84.821764
276.0,5,84.876764
257.0,5,84.923763
261.0,5,84.972764
286.0,5,85.024766
290.0,5,85.071765
280.0,5,85.117764
258.0,5,85.158764
288.0,5,85.200764
272.0,5,85.242765
280.0,5,85.289764
270.0,5,85.335764
257.0,5,85.374764
214.0,5,85.417764
226.0,5,85.458766
243.0,5,85.504768
259.0,5,85.547765
251.0,5,85.595768
270.0,5,85.639766
296.0,5,85.683766
290.0,5,85.734767
260.0,5,85.777766
284.0,5,85.821765
277.0,5,85.863774
267.0,5,85.904768
258.0,5,97.368311
230.0,5,97.410309
261.0,5,97.459311
271.0,5,97.508311
270.0,5,97.554311
253.0,5,97.60131
247.0,5,97.64731
258.0,5,97.691313
271.0,5,97.740338
255.0,5,97.787312
280.0,5,97.830312
282.0,5,97.872313
210.0,5,97.912314
243.0,5,97.956312
245.0,5,98.001314
281.0,5,98.041311
261.0,5,98.089313
260.0,5,98.148315
251.0,5,98.199317
282.0,5,98.246314
291.0,5,98.290313
236.0,5,98.337314
241.0,5,98.381313
262.0,5,98.425312
271.0,5,98.466313
280.0,5,98.51233
260.0,5,98.555314
271.0,5,98.604315
227.0,5,98.646334
