#{"t_start": 1732012142.142572, "env_id": "None"}
r,l,t
-7777.42513,20,2292.77164
-6541.097005,20,2293.466581
-6992.513021,20,2294.147039
-12753.82487,20,2294.879971
-8099.934896,20,2295.579496
-6911.946615,20,2296.402883
-12532.226562,20,2297.19532
-7815.511068,20,2297.929751
-11636.474609,20,2298.716439
-6586.344401,20,2299.408157
-7662.027995,20,2300.148677
-10618.977865,20,2300.849751
-12152.832031,20,2301.626251
-11764.729818,20,2302.445587
-12142.252604,20,2303.159069
-9381.347656,20,2303.941646
-8852.620443,20,2304.783133
-11212.402344,20,2305.575575
-9849.446615,20,2306.334448
-7555.826823,20,2307.023048
-8628.092448,20,2307.739144
-7612.874349,20,2308.408344
-7536.051432,20,2309.15119
-7945.963542,20,2309.901922
-9440.592448,20,2310.654254
-7349.934896,20,2311.549208
-6051.025391,20,2312.6708
-21215.169271,20,2313.536037
-8545.898438,20,2314.288568
-14695.068359,20,2314.991726
-7607.340495,20,2315.728192
-8517.822266,20,2316.567409
-6464.599609,20,2317.250829
-7607.503255,20,2318.116467
-8515.136719,20,2318.9159
-7962.076823,20,2319.829203
-18662.841797,20,2320.614557
-7333.007813,20,2321.313474
-9560.872396,20,2321.930934
-8883.056641,20,2322.647169
-10809.244792,20,2323.330305
-10906.819661,20,2324.079802
-7666.097005,20,2324.762855
-8315.266927,20,2325.445724
-6488.037109,20,2326.095535
-8087.239583,20,2326.795265
-9761.149089,20,2327.477876
-17059.570312,20,2328.13036
-15375.406901,20,2328.793789
-10330.078125,20,2329.459941
-8907.470703,20,2330.183947
-7228.841146,20,2386.513033
-7770.263672,20,2387.212797
-13893.066406,20,2387.926136
-11628.417969,20,2388.692375
-10564.697266,20,2389.451048
-10467.773437,20,2390.19152
-7168.945313,20,2391.017335
-5504.964193,20,2391.706398
-8130.777995,20,2392.574049
-6450.358073,20,2393.406318
-10150.553385,20,2394.18911
-8840.413411,20,2394.972119
-9461.263021,20,2395.947912
-15608.723958,20,2396.721167
-6578.28776,20,2397.55399
-7809.488932,20,2398.286754
-22085.123698,20,2398.955626
-11938.476562,20,2399.67687
